Name,Age_Group,Gender,Geography,Education,Occupation,Caste,Voted_Party
Sunita Ali,30-39,Female,Rural,Upto 9th,Housewife,Muslim,MGB
Rekha Mishra,70 & Above,Female,Rural,Post-Graduate,Unemployed,Muslim,MGB
Rajeev Ansari,50-59,Male,Rural,12th Pass,Farmer,SC,MGB
Aisha Mishra,50-59,Female,Rural,Graduate,Farmer,SC,NDA
Mukesh Choudhary,40-49,Male,Rural,Not Gone to School,Housewife,OBC,NDA
Rahul Sharma,30-39,Male,Rural,Not Gone to School,Housewife,EBC,MGB
Sunita Ali,30-39,Female,Rural,Graduate,Farmer,EBC,JSP
Amit Manjhi,40-49,Male,Rural,Not Gone to School,Pvt. Service,OBC,NDA
Neha Manjhi,50-59,Female,Rural,Not Gone to School,Housewife,EBC,MGB
Kavita Choudhary,60-69,Female,Rural,Not Gone to School,Labour,SC,Others
Manju Khatoon,60-69,Female,Rural,Upto 9th,Others,General,NDA
Neha Paswan,60-69,Female,Rural,Not Gone to School,Unemployed,OBC,JSP
Priyanka Choudhary,30-39,Female,Rural,Upto 9th,Unemployed,Muslim,NDA
Ranjeet Mishra,50-59,Male,Rural,Professional Education,Farmer,General,NDA
Fatima Manjhi,40-49,Female,Rural,Upto 9th,Labour,General,NDA
Aisha Yadav,60-69,Female,Rural,10th Pass,Housewife,Yadav,MGB
Sunita Yadav,40-49,Female,Rural,Upto 9th,Farmer,Muslim,MGB
Anita Kumar,60-69,Female,Rural,Not Gone to School,Unemployed,General,NDA
Ranjeet Mishra,50-59,Male,Rural,Not Gone to School,Labour,EBC,MGB
Abdul Sharma,40-49,Male,Rural,Not Gone to School,Others,Muslim,MGB
Sunita Ali,40-49,Female,Rural,Graduate,Farmer,OBC,MGB
Abdul Choudhary,20-29,Male,Rural,12th Pass,Farmer,SC,MGB
Mukesh Yadav,30-39,Male,Rural,Graduate,Housewife,General,NDA
Ranjeet Mishra,20-29,Male,Urban,Not Gone to School,Farmer,Muslim,MGB
Priyanka Khatoon,20-29,Female,Rural,Not Gone to School,Farmer,SC,NDA
Mukesh Kumar,50-59,Male,Rural,Graduate,Housewife,OBC,NDA
Mukesh Kumar,40-49,Male,Rural,10th Pass,Farmer,Muslim,MGB
Rekha Kumar,30-39,Female,Rural,Upto 9th,Farmer,SC,MGB
Rekha Choudhary,60-69,Female,Rural,12th Pass,Student,General,NDA
Aisha Khatoon,30-39,Female,Rural,10th Pass,Unemployed,Muslim,MGB
Rekha Khatoon,20-29,Female,Rural,Upto 9th,Farmer,General,NDA
Priyanka Paswan,60-69,Female,Rural,10th Pass,Labour,SC,NDA
Ranjeet Kumar,40-49,Male,Rural,Graduate,Housewife,EBC,NDA
Amit Mishra,20-29,Male,Rural,Upto 9th,Pvt. Service,OBC,MGB
Sanjay Mishra,40-49,Male,Urban,Not Gone to School,Housewife,EBC,NDA
Rekha Kumar,20-29,Female,Rural,Graduate,Student,OBC,NDA
Fatima Singh,40-49,Female,Urban,10th Pass,Unemployed,Yadav,MGB
Pooja Ali,20-29,Female,Rural,Upto 9th,Housewife,Muslim,NDA
Fatima Sharma,20-29,Female,Rural,Not Gone to School,Self Occupation & Small Shop,EBC,JSP
Sanjay Kumar,50-59,Male,Rural,10th Pass,Others,Muslim,MGB
Abdul Sharma,30-39,Male,Rural,10th Pass,Housewife,Muslim,MGB
Rekha Ansari,40-49,Female,Rural,10th Pass,Others,EBC,NDA
Rekha Yadav,30-39,Female,Rural,Not Gone to School,Pvt. Service,OBC,Others
Sanjay Manjhi,40-49,Male,Rural,Not Gone to School,Farmer,OBC,Others
Pooja Mishra,60-69,Female,Rural,Not Gone to School,Labour,SC,Others
Mohammad Yadav,30-39,Male,Urban,Not Gone to School,Farmer,EBC,NDA
Sanjay Paswan,60-69,Male,Rural,Post-Graduate,Labour,Yadav,MGB
Kavita Choudhary,40-49,Female,Rural,12th Pass,Labour,Muslim,MGB
Amit Kumar,60-69,Male,Rural,12th Pass,Others,SC,NDA
Rahul Khatoon,20-29,Male,Rural,10th Pass,Student,SC,MGB
Deepak Mishra,40-49,Male,Rural,Not Gone to School,Labour,EBC,Others
Mukesh Khatoon,30-39,Male,Rural,Graduate,Labour,EBC,MGB
Sanjay Choudhary,20-29,Male,Urban,Post-Graduate,Housewife,Muslim,MGB
Manju Kumar,50-59,Female,Rural,10th Pass,Housewife,EBC,NDA
Anita Ali,30-39,Female,Rural,Upto 9th,Self Occupation & Small Shop,Muslim,MGB
Priyanka Singh,30-39,Female,Rural,Upto 9th,Student,Yadav,MGB
Deepak Khatoon,20-29,Male,Rural,10th Pass,Self Occupation & Small Shop,EBC,NDA
Manju Sharma,70 & Above,Female,Rural,Graduate,Housewife,OBC,NDA
Mohammad Choudhary,30-39,Male,Rural,Upto 9th,Farmer,General,NDA
Fatima Ansari,30-39,Female,Rural,12th Pass,Others,SC,NDA
Rahul Yadav,40-49,Male,Rural,10th Pass,Labour,General,MGB
Priyanka Singh,30-39,Female,Rural,Graduate,Farmer,Yadav,MGB
Mohammad Sharma,40-49,Male,Rural,Not Gone to School,Labour,EBC,NDA
Vikash Paswan,70 & Above,Male,Rural,10th Pass,Labour,Muslim,MGB
Sanjay Choudhary,20-29,Male,Rural,Upto 9th,Pvt. Service,Yadav,MGB
Vikash Yadav,40-49,Male,Rural,Graduate,Others,Muslim,NDA
Rajeev Ali,20-29,Male,Rural,Not Gone to School,Housewife,EBC,NDA
Rekha Manjhi,40-49,Female,Rural,Post-Graduate,Unemployed,Yadav,MGB
Anita Ali,30-39,Female,Rural,10th Pass,Housewife,OBC,NDA
Neha Khatoon,20-29,Female,Rural,Not Gone to School,Govt. Service,Muslim,MGB
Rajeev Ansari,30-39,Male,Rural,Not Gone to School,Housewife,Muslim,MGB
Rajeev Khatoon,40-49,Male,Rural,Graduate,Student,OBC,NDA
Ranjeet Singh,50-59,Male,Rural,10th Pass,Labour,Yadav,NDA
Kavita Sharma,20-29,Female,Rural,10th Pass,Farmer,Yadav,MGB
Aisha Manjhi,60-69,Female,Rural,12th Pass,Housewife,SC,MGB
Aisha Yadav,30-39,Female,Rural,12th Pass,Student,OBC,NDA
Pooja Kumar,70 & Above,Female,Rural,Not Gone to School,Farmer,Muslim,NDA
Aisha Khatoon,20-29,Female,Rural,Upto 9th,Housewife,EBC,MGB
Mohammad Kumar,50-59,Male,Rural,Not Gone to School,Housewife,General,MGB
Anita Yadav,40-49,Female,Rural,10th Pass,Farmer,EBC,NDA
Neha Ali,40-49,Female,Rural,10th Pass,Housewife,Yadav,MGB
Sunita Sharma,30-39,Female,Rural,Not Gone to School,Unemployed,SC,NDA
Manju Kumar,30-39,Female,Rural,Upto 9th,Farmer,Yadav,MGB
Mohammad Sharma,20-29,Male,Rural,Not Gone to School,Pvt. Service,Muslim,MGB
Ranjeet Paswan,30-39,Male,Rural,Not Gone to School,Labour,SC,NDA
Anita Paswan,18-19,Female,Rural,Not Gone to School,Unemployed,OBC,NDA
Mukesh Ali,30-39,Male,Rural,10th Pass,Others,EBC,MGB
Sanjay Singh,20-29,Male,Rural,Upto 9th,Skilled Professional,Yadav,MGB
Vikash Khatoon,40-49,Male,Rural,12th Pass,Self Occupation & Small Shop,Muslim,Others
Priyanka Yadav,50-59,Female,Rural,Post-Graduate,Housewife,Yadav,MGB
Priyanka Yadav,40-49,Female,Rural,Upto 9th,Skilled Professional,SC,MGB
Manju Khatoon,70 & Above,Female,Rural,Upto 9th,Farmer,SC,NDA
Fatima Khatoon,40-49,Female,Rural,Not Gone to School,Housewife,SC,NDA
Pooja Mishra,40-49,Female,Rural,Upto 9th,Housewife,Muslim,MGB
Aisha Singh,60-69,Female,Rural,10th Pass,Others,General,MGB
Kavita Ali,18-19,Female,Rural,Upto 9th,Farmer,Yadav,MGB
Mukesh Ansari,20-29,Male,Rural,12th Pass,Skilled Professional,General,MGB
Mukesh Choudhary,30-39,Male,Rural,Professional Education,Pvt. Service,Yadav,Others
Pooja Mishra,40-49,Female,Rural,Not Gone to School,Labour,General,Others
Vikash Ansari,30-39,Male,Rural,Not Gone to School,Housewife,Yadav,MGB
Sunita Choudhary,20-29,Female,Rural,Not Gone to School,Student,General,NDA
Manju Yadav,50-59,Female,Urban,10th Pass,Pvt. Service,General,NDA
Amit Sharma,30-39,Male,Rural,10th Pass,Labour,General,NDA
Manju Paswan,50-59,Female,Rural,Graduate,Labour,Yadav,MGB
Anita Paswan,20-29,Female,Rural,Upto 9th,Others,General,NDA
Priyanka Choudhary,30-39,Female,Rural,12th Pass,Labour,Muslim,NDA
Kavita Manjhi,30-39,Female,Urban,10th Pass,Housewife,Yadav,MGB
Rahul Mishra,40-49,Male,Rural,12th Pass,Labour,General,NDA
Sanjay Khatoon,60-69,Male,Rural,Upto 9th,Unemployed,EBC,JSP
Abdul Kumar,20-29,Male,Urban,Upto 9th,Skilled Professional,SC,NDA
Kavita Choudhary,30-39,Female,Rural,Graduate,Pvt. Service,OBC,JSP
Priyanka Kumar,40-49,Female,Rural,Graduate,Self Occupation & Small Shop,SC,NDA
Amit Paswan,20-29,Male,Rural,12th Pass,Labour,Muslim,MGB
Mohammad Mishra,30-39,Male,Rural,12th Pass,Housewife,General,NDA
Ranjeet Yadav,30-39,Male,Rural,Upto 9th,Unemployed,EBC,NDA
Mukesh Ansari,40-49,Male,Rural,Graduate,Housewife,Yadav,MGB
Mukesh Mishra,30-39,Male,Rural,Not Gone to School,Skilled Professional,EBC,NDA
Rekha Ali,20-29,Female,Rural,Upto 9th,Labour,EBC,NDA
Rahul Mishra,50-59,Male,Rural,Upto 9th,Labour,EBC,NDA
Manju Yadav,18-19,Female,Rural,Not Gone to School,Student,Yadav,MGB
Neha Choudhary,20-29,Female,Rural,Not Gone to School,Housewife,SC,MGB
Vikash Singh,40-49,Male,Rural,10th Pass,Pvt. Service,Muslim,MGB
Fatima Choudhary,60-69,Female,Rural,Upto 9th,Farmer,Muslim,NDA
Abdul Kumar,30-39,Male,Rural,10th Pass,Housewife,Muslim,MGB
Pooja Ali,40-49,Female,Rural,Not Gone to School,Farmer,OBC,NDA
Manju Choudhary,30-39,Female,Rural,Not Gone to School,Pvt. Service,EBC,NDA
Sunita Sharma,60-69,Female,Rural,Upto 9th,Housewife,EBC,NDA
Abdul Kumar,40-49,Male,Rural,10th Pass,Labour,SC,MGB
Priyanka Sharma,60-69,Female,Rural,Upto 9th,Self Occupation & Small Shop,Muslim,MGB
Mohammad Paswan,20-29,Male,Rural,Not Gone to School,Others,EBC,NDA
Sanjay Ali,40-49,Male,Rural,Not Gone to School,Housewife,Yadav,MGB
Abdul Choudhary,50-59,Male,Rural,Graduate,Unemployed,General,NDA
Sanjay Paswan,18-19,Male,Rural,Graduate,Student,EBC,NDA
Kavita Paswan,50-59,Female,Rural,Not Gone to School,Self Occupation & Small Shop,Yadav,MGB
Aisha Choudhary,20-29,Female,Rural,Not Gone to School,Housewife,EBC,Others
Abdul Choudhary,30-39,Male,Rural,Not Gone to School,Others,General,MGB
Mohammad Singh,20-29,Male,Rural,10th Pass,Housewife,EBC,Others
Rekha Kumar,40-49,Female,Rural,Upto 9th,Pvt. Service,General,Others
Rajeev Paswan,40-49,Male,Urban,Upto 9th,Housewife,EBC,Others
Vikash Manjhi,20-29,Male,Rural,Not Gone to School,Farmer,EBC,NDA
Neha Manjhi,40-49,Female,Rural,12th Pass,Farmer,Muslim,Others
Rekha Choudhary,30-39,Female,Rural,Upto 9th,Housewife,EBC,NDA
Mukesh Manjhi,20-29,Male,Rural,12th Pass,Housewife,SC,NDA
Deepak Manjhi,20-29,Male,Rural,Not Gone to School,Farmer,Muslim,MGB
Amit Choudhary,60-69,Male,Rural,Upto 9th,Unemployed,EBC,MGB
Deepak Khatoon,40-49,Male,Rural,Not Gone to School,Housewife,SC,NDA
Amit Khatoon,40-49,Male,Rural,Post-Graduate,Farmer,Yadav,MGB
Rekha Manjhi,30-39,Female,Rural,Not Gone to School,Unemployed,SC,NDA
Mukesh Khatoon,30-39,Male,Rural,Not Gone to School,Housewife,Muslim,MGB
Kavita Ali,20-29,Female,Rural,Graduate,Housewife,OBC,JSP
Deepak Ali,20-29,Male,Urban,Upto 9th,Self Occupation & Small Shop,EBC,NDA
Anita Khatoon,40-49,Female,Rural,Graduate,Farmer,EBC,NDA
Rekha Paswan,50-59,Female,Rural,Upto 9th,Others,General,NDA
Anita Sharma,40-49,Female,Rural,Not Gone to School,Labour,EBC,NDA
Kavita Kumar,40-49,Female,Rural,Upto 9th,Unemployed,EBC,NDA
Amit Singh,30-39,Male,Rural,12th Pass,Unemployed,EBC,MGB
Vikash Sharma,50-59,Male,Rural,10th Pass,Farmer,EBC,NDA
Deepak Mishra,50-59,Male,Rural,Not Gone to School,Farmer,Muslim,MGB
Mohammad Kumar,30-39,Male,Rural,10th Pass,Unemployed,SC,MGB
Kavita Ansari,20-29,Female,Rural,Not Gone to School,Labour,SC,MGB
Aisha Sharma,60-69,Female,Rural,10th Pass,Housewife,General,NDA
Fatima Ansari,30-39,Female,Rural,Upto 9th,Others,Muslim,MGB
Sunita Yadav,40-49,Female,Rural,Not Gone to School,Labour,Muslim,MGB
Mukesh Yadav,50-59,Male,Rural,Not Gone to School,Farmer,EBC,NDA
Mukesh Yadav,40-49,Male,Rural,10th Pass,Others,SC,JSP
Mohammad Khatoon,20-29,Male,Rural,10th Pass,Housewife,General,NDA
Priyanka Kumar,30-39,Female,Rural,10th Pass,Pvt. Service,General,NDA
Ranjeet Khatoon,50-59,Male,Rural,Not Gone to School,Labour,OBC,NDA
Aisha Choudhary,40-49,Female,Rural,10th Pass,Labour,Muslim,Others
Neha Yadav,50-59,Female,Rural,12th Pass,Housewife,OBC,NDA
Rajeev Mishra,20-29,Male,Rural,Upto 9th,Self Occupation & Small Shop,SC,NDA
Amit Paswan,30-39,Male,Rural,Upto 9th,Self Occupation & Small Shop,Yadav,MGB
Kavita Khatoon,30-39,Female,Rural,Upto 9th,Farmer,General,NDA
Aisha Mishra,40-49,Female,Rural,10th Pass,Labour,General,NDA
Neha Paswan,20-29,Female,Rural,Graduate,Labour,OBC,NDA
Sunita Yadav,40-49,Female,Rural,Not Gone to School,Housewife,EBC,NDA
Rekha Mishra,50-59,Female,Rural,10th Pass,Labour,EBC,MGB
Rajeev Mishra,20-29,Male,Rural,12th Pass,Housewife,EBC,MGB
Ranjeet Sharma,60-69,Male,Rural,Upto 9th,Self Occupation & Small Shop,OBC,NDA
Vikash Khatoon,20-29,Male,Rural,Professional Education,Others,General,NDA
Fatima Sharma,50-59,Female,Rural,Upto 9th,Labour,Muslim,MGB
Kavita Ali,40-49,Female,Rural,10th Pass,Pvt. Service,Muslim,MGB
Ranjeet Mishra,60-69,Male,Rural,12th Pass,Farmer,EBC,NDA
Rajeev Ali,50-59,Male,Rural,Graduate,Labour,OBC,JSP
Rajeev Singh,50-59,Male,Rural,Graduate,Farmer,Muslim,MGB
Kavita Sharma,50-59,Female,Rural,Graduate,Housewife,Yadav,MGB
Deepak Sharma,70 & Above,Male,Rural,Upto 9th,Skilled Professional,SC,NDA
Mohammad Sharma,20-29,Male,Rural,10th Pass,Unemployed,SC,NDA
Abdul Ali,40-49,Male,Rural,Graduate,Labour,EBC,JSP
Aisha Ali,30-39,Female,Rural,Not Gone to School,Labour,SC,MGB
Deepak Manjhi,20-29,Male,Rural,10th Pass,Labour,Muslim,MGB
Ranjeet Choudhary,50-59,Male,Rural,Professional Education,Labour,Muslim,MGB
Pooja Yadav,40-49,Female,Rural,Graduate,Others,OBC,Others
Abdul Yadav,20-29,Male,Rural,10th Pass,Unemployed,SC,NDA
Sunita Manjhi,70 & Above,Female,Rural,Not Gone to School,Labour,EBC,NDA
Anita Kumar,30-39,Female,Rural,Graduate,Labour,General,NDA
Mohammad Singh,50-59,Male,Rural,10th Pass,Labour,Muslim,MGB
Abdul Kumar,30-39,Male,Rural,Not Gone to School,Self Occupation & Small Shop,EBC,NDA
Mohammad Ansari,30-39,Male,Rural,10th Pass,Self Occupation & Small Shop,Yadav,MGB
Sanjay Kumar,30-39,Male,Rural,Graduate,Others,General,NDA
Neha Manjhi,20-29,Female,Rural,Not Gone to School,Labour,Muslim,MGB
Kavita Ansari,40-49,Female,Rural,12th Pass,Others,EBC,Others
Manju Kumar,20-29,Female,Rural,Upto 9th,Skilled Professional,OBC,Others
Rekha Ansari,40-49,Female,Rural,Not Gone to School,Unemployed,Muslim,MGB
Vikash Choudhary,50-59,Male,Rural,12th Pass,Housewife,Yadav,MGB
Sunita Kumar,50-59,Female,Rural,12th Pass,Others,SC,MGB
Mohammad Sharma,50-59,Male,Rural,Graduate,Housewife,SC,MGB
Pooja Yadav,30-39,Female,Rural,Graduate,Housewife,EBC,MGB
Fatima Sharma,30-39,Female,Rural,Graduate,Student,EBC,NDA
Mohammad Paswan,40-49,Male,Rural,Post-Graduate,Labour,Muslim,MGB
Fatima Sharma,70 & Above,Female,Rural,10th Pass,Unemployed,Muslim,MGB
Pooja Sharma,20-29,Female,Rural,Not Gone to School,Unemployed,EBC,NDA
Vikash Sharma,20-29,Male,Rural,Upto 9th,Labour,Muslim,Others
Aisha Kumar,30-39,Female,Rural,Not Gone to School,Housewife,EBC,MGB
Rahul Paswan,30-39,Male,Rural,Upto 9th,Farmer,Muslim,MGB
Rekha Kumar,30-39,Female,Rural,10th Pass,Housewife,OBC,NDA
Fatima Sharma,20-29,Female,Rural,Post-Graduate,Unemployed,EBC,MGB
Sunita Ansari,50-59,Female,Rural,10th Pass,Labour,SC,Others
Pooja Yadav,50-59,Female,Rural,12th Pass,Unemployed,OBC,NDA
Pooja Manjhi,40-49,Female,Rural,Professional Education,Pvt. Service,SC,NDA
Neha Manjhi,40-49,Female,Urban,Upto 9th,Housewife,EBC,NDA
Sanjay Sharma,20-29,Male,Rural,Professional Education,Housewife,EBC,NDA
Rahul Manjhi,40-49,Male,Rural,Graduate,Skilled Professional,Muslim,MGB
Ranjeet Yadav,20-29,Male,Rural,10th Pass,Farmer,OBC,JSP
Kavita Ali,40-49,Female,Rural,Graduate,Housewife,EBC,NDA
Kavita Paswan,50-59,Female,Rural,10th Pass,Student,EBC,NDA
Ranjeet Yadav,20-29,Male,Rural,12th Pass,Unemployed,Muslim,NDA
Sunita Manjhi,30-39,Female,Rural,Graduate,Housewife,EBC,NDA
Abdul Kumar,30-39,Male,Rural,Graduate,Pvt. Service,General,NDA
Amit Choudhary,50-59,Male,Rural,Upto 9th,Labour,SC,NDA
Neha Paswan,20-29,Female,Rural,Upto 9th,Unemployed,Yadav,MGB
Manju Ansari,40-49,Female,Rural,10th Pass,Farmer,EBC,MGB
Ranjeet Ali,70 & Above,Male,Rural,10th Pass,Student,Muslim,Others
Amit Yadav,70 & Above,Male,Rural,Graduate,Skilled Professional,SC,MGB
Anita Manjhi,20-29,Female,Urban,Upto 9th,Pvt. Service,Yadav,MGB
Sunita Choudhary,18-19,Female,Rural,Not Gone to School,Farmer,EBC,NDA
Aisha Sharma,70 & Above,Female,Rural,Not Gone to School,Farmer,OBC,MGB
Rahul Khatoon,20-29,Male,Rural,Upto 9th,Farmer,Muslim,NDA
Manju Kumar,30-39,Female,Rural,12th Pass,Pvt. Service,EBC,NDA
Vikash Paswan,18-19,Male,Rural,10th Pass,Housewife,Muslim,MGB
Pooja Choudhary,18-19,Female,Rural,Graduate,Student,EBC,NDA
Anita Khatoon,70 & Above,Female,Urban,Not Gone to School,Farmer,EBC,NDA
Priyanka Khatoon,20-29,Female,Rural,10th Pass,Self Occupation & Small Shop,Muslim,MGB
Amit Paswan,40-49,Male,Rural,Not Gone to School,Farmer,SC,Others
Abdul Sharma,50-59,Male,Rural,10th Pass,Labour,SC,Others
Mukesh Manjhi,50-59,Male,Rural,Upto 9th,Others,OBC,NDA
Aisha Singh,40-49,Female,Urban,Not Gone to School,Housewife,EBC,Others
Ranjeet Yadav,60-69,Male,Rural,Graduate,Skilled Professional,General,Others
Anita Ali,30-39,Female,Rural,Upto 9th,Others,EBC,NDA
Abdul Sharma,30-39,Male,Rural,Not Gone to School,Pvt. Service,Yadav,MGB
Rajeev Ali,60-69,Male,Rural,Not Gone to School,Labour,EBC,Others
Sunita Singh,20-29,Female,Urban,Not Gone to School,Others,EBC,MGB
Aisha Ansari,30-39,Female,Rural,Not Gone to School,Unemployed,General,NDA
Amit Choudhary,50-59,Male,Rural,10th Pass,Farmer,Muslim,MGB
Aisha Ali,50-59,Female,Rural,Graduate,Labour,OBC,NDA
Amit Ansari,50-59,Male,Rural,Not Gone to School,Pvt. Service,EBC,NDA
Aisha Ali,40-49,Female,Rural,Not Gone to School,Farmer,EBC,NDA
Ranjeet Sharma,50-59,Male,Rural,Upto 9th,Farmer,General,NDA
Mohammad Paswan,30-39,Male,Rural,12th Pass,Farmer,SC,NDA
Rekha Paswan,50-59,Female,Urban,Not Gone to School,Skilled Professional,EBC,NDA
Priyanka Manjhi,30-39,Female,Rural,10th Pass,Self Occupation & Small Shop,Muslim,MGB
Ranjeet Manjhi,40-49,Male,Rural,Upto 9th,Others,EBC,NDA
Manju Paswan,20-29,Female,Rural,Upto 9th,Farmer,Yadav,MGB
Fatima Manjhi,40-49,Female,Rural,12th Pass,Farmer,OBC,NDA
Ranjeet Kumar,20-29,Male,Rural,Upto 9th,Unemployed,EBC,Others
Mukesh Paswan,20-29,Male,Rural,Graduate,Self Occupation & Small Shop,Muslim,MGB
Manju Ali,50-59,Female,Rural,Not Gone to School,Labour,General,JSP
Manju Manjhi,70 & Above,Female,Urban,Not Gone to School,Pvt. Service,OBC,NDA
Ranjeet Paswan,20-29,Male,Rural,10th Pass,Farmer,EBC,NDA
Vikash Sharma,20-29,Male,Rural,Upto 9th,Others,Muslim,MGB
Ranjeet Paswan,50-59,Male,Rural,Graduate,Self Occupation & Small Shop,Muslim,MGB
Rahul Yadav,20-29,Male,Urban,10th Pass,Labour,Muslim,MGB
Priyanka Sharma,20-29,Female,Rural,10th Pass,Skilled Professional,EBC,NDA
Mohammad Mishra,30-39,Male,Rural,Not Gone to School,Others,EBC,NDA
Mukesh Sharma,50-59,Male,Rural,Not Gone to School,Unemployed,General,NDA
Manju Yadav,30-39,Female,Rural,Graduate,Self Occupation & Small Shop,EBC,NDA
Rekha Sharma,70 & Above,Female,Rural,Graduate,Others,EBC,NDA
Anita Yadav,20-29,Female,Rural,Not Gone to School,Pvt. Service,EBC,NDA
Abdul Choudhary,70 & Above,Male,Urban,Graduate,Unemployed,General,NDA
Pooja Sharma,20-29,Female,Rural,Not Gone to School,Labour,Muslim,MGB
Amit Singh,70 & Above,Male,Urban,10th Pass,Others,Yadav,MGB
Mohammad Manjhi,20-29,Male,Rural,12th Pass,Housewife,Muslim,NDA
Priyanka Kumar,30-39,Female,Rural,Graduate,Farmer,Yadav,MGB
Pooja Ali,20-29,Female,Rural,Not Gone to School,Pvt. Service,EBC,MGB
Mukesh Mishra,70 & Above,Male,Rural,Graduate,Farmer,General,NDA
Rahul Yadav,50-59,Male,Rural,10th Pass,Others,Muslim,NDA
Fatima Paswan,40-49,Female,Rural,Not Gone to School,Labour,Muslim,MGB
Manju Choudhary,50-59,Female,Urban,Upto 9th,Farmer,Yadav,MGB
Ranjeet Ali,40-49,Male,Rural,Upto 9th,Skilled Professional,Muslim,MGB
Rahul Kumar,40-49,Male,Rural,Graduate,Others,General,NDA
Deepak Ansari,30-39,Male,Urban,Not Gone to School,Student,OBC,NDA
Ranjeet Paswan,60-69,Male,Rural,10th Pass,Housewife,EBC,NDA
Neha Paswan,50-59,Female,Rural,Graduate,Farmer,EBC,Others
Mohammad Yadav,30-39,Male,Rural,Graduate,Others,SC,NDA
Vikash Yadav,40-49,Male,Rural,Upto 9th,Labour,OBC,NDA
Fatima Choudhary,30-39,Female,Rural,Upto 9th,Pvt. Service,SC,NDA
Sanjay Khatoon,30-39,Male,Rural,Not Gone to School,Farmer,EBC,NDA
Sanjay Paswan,20-29,Male,Urban,Upto 9th,Self Occupation & Small Shop,Muslim,MGB
Mohammad Choudhary,20-29,Male,Rural,Not Gone to School,Labour,Muslim,MGB
Deepak Singh,60-69,Male,Rural,10th Pass,Labour,EBC,NDA
Vikash Yadav,40-49,Male,Rural,10th Pass,Housewife,SC,NDA
Priyanka Paswan,40-49,Female,Rural,Not Gone to School,Self Occupation & Small Shop,EBC,NDA
Aisha Choudhary,20-29,Female,Rural,10th Pass,Others,General,MGB
Rahul Choudhary,20-29,Male,Urban,Upto 9th,Housewife,EBC,NDA
Manju Ansari,50-59,Female,Rural,Upto 9th,Others,Yadav,MGB
Fatima Manjhi,60-69,Female,Rural,10th Pass,Housewife,EBC,JSP
Pooja Kumar,60-69,Female,Rural,Upto 9th,Student,Muslim,NDA
Kavita Singh,40-49,Female,Urban,10th Pass,Farmer,Muslim,Others
Rajeev Yadav,30-39,Male,Rural,10th Pass,Farmer,General,MGB
Rekha Choudhary,50-59,Female,Rural,12th Pass,Pvt. Service,EBC,NDA
Mohammad Singh,70 & Above,Male,Rural,Not Gone to School,Farmer,EBC,NDA
Sunita Manjhi,30-39,Female,Rural,Not Gone to School,Labour,SC,Others
Manju Khatoon,50-59,Female,Rural,12th Pass,Housewife,EBC,NDA
Rahul Yadav,40-49,Male,Urban,Not Gone to School,Pvt. Service,SC,NDA
Mohammad Ansari,30-39,Male,Rural,Upto 9th,Unemployed,OBC,Others
Mohammad Sharma,20-29,Male,Rural,Post-Graduate,Unemployed,General,MGB
Manju Ansari,50-59,Female,Rural,Not Gone to School,Pvt. Service,General,Others
Amit Ansari,20-29,Male,Rural,Upto 9th,Pvt. Service,Yadav,JSP
Rahul Khatoon,40-49,Male,Urban,Not Gone to School,Housewife,EBC,MGB
Priyanka Choudhary,20-29,Female,Rural,Not Gone to School,Housewife,EBC,NDA
Rekha Yadav,20-29,Female,Rural,12th Pass,Housewife,OBC,NDA
Priyanka Khatoon,20-29,Female,Rural,Graduate,Student,General,NDA
Kavita Kumar,70 & Above,Female,Rural,Upto 9th,Pvt. Service,SC,MGB
Sunita Paswan,40-49,Female,Rural,Upto 9th,Farmer,SC,NDA
Vikash Sharma,50-59,Male,Rural,Graduate,Housewife,OBC,NDA
Amit Mishra,40-49,Male,Urban,Upto 9th,Labour,EBC,JSP
Vikash Sharma,20-29,Male,Urban,10th Pass,Farmer,Muslim,MGB
Neha Ansari,30-39,Female,Rural,Upto 9th,Farmer,General,NDA
Mohammad Yadav,30-39,Male,Urban,Graduate,Labour,EBC,NDA
Neha Khatoon,60-69,Female,Rural,Upto 9th,Student,OBC,NDA
Rajeev Ansari,50-59,Male,Rural,Graduate,Housewife,Yadav,MGB
Sanjay Manjhi,30-39,Male,Rural,Not Gone to School,Farmer,General,Others
Pooja Paswan,60-69,Female,Rural,Graduate,Farmer,SC,NDA
Vikash Sharma,30-39,Male,Rural,Post-Graduate,Unemployed,OBC,MGB
Mohammad Paswan,70 & Above,Male,Rural,Not Gone to School,Housewife,OBC,MGB
Ranjeet Sharma,40-49,Male,Rural,Not Gone to School,Labour,Muslim,MGB
Deepak Ansari,30-39,Male,Rural,Graduate,Others,OBC,NDA
Sanjay Yadav,18-19,Male,Rural,12th Pass,Pvt. Service,Muslim,Others
Kavita Mishra,70 & Above,Female,Rural,Graduate,Housewife,OBC,NDA
Mukesh Sharma,20-29,Male,Rural,Professional Education,Farmer,OBC,NDA
Ranjeet Ali,50-59,Male,Rural,12th Pass,Housewife,EBC,Others
Pooja Choudhary,40-49,Female,Urban,Upto 9th,Self Occupation & Small Shop,SC,Others
Aisha Paswan,30-39,Female,Rural,12th Pass,Pvt. Service,SC,Others
Pooja Mishra,70 & Above,Female,Rural,10th Pass,Farmer,SC,NDA
Anita Sharma,40-49,Female,Rural,10th Pass,Housewife,SC,Others
